"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Senegal","SEN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2301967039","7.3242342453","7.4182717867","7.5123093281","7.6063468695","7.7003844109","7.7944219523","7.8884594937","7.9824970351","8.0765345765","8.1705721179","8.2646096593","8.3586472008","8.4526847422","10.129984051","11.8072833599","11.8971846606","11.9870859614","12.0769872621","12.1668885628","12.2567898635","12.3510140585","12.4416358416","12.5322576247","12.6228794078","12.7135011909","12.804122974","12.894744757","12.9853665401","13.0759883232","13.1558028708","16.0861244019","16.2764486975","16.2764486975","16.2764486975","","","",
"Singapore","SGP","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","31.6666666667","43.00375","54.3408333333","65.6779166667","77.015","88.3520833333","99.6891666667","111.02625","122.3633333333","133.7004166667","145.0375","156.3745833333","167.7116666667","179.04875","190.3858333333","200.5229166667","211.86","223.1970833333","234.5341666667","245.87125","257.2083333333","268.5454166667","279.8825","291.2195833333","302.5566666667","313.89375","328.2361666667","338.24525","352.521","366.79675","377.5169444444","346.2891388889","315.0613333333","284.45575","252.1835","219.91125","187.639","160.0334166667","132.4278333333","108.5055833333","84.5833333333","84.9666666667","83.2166666667","81.3833333333","82.1666666667","83.1166666667","83.1166666667","","","",
"Solomon Islands","SLB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8644859813","0.7504708843","0.6364557872","0.5224406902","0.4084255931","0.294410496","0.3127785766","0.3311466571","0.3495147376","0.3678828181","0.3862508986","0.4046189792","0.4229870597","0.4413551402","0.4522429907","0.4631308411","0.4740186916","0.4849065421","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","0.4957943925","","","",
"El Salvador","SLV","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.547099189","5.05154398","5.5559887711","6.0604335621","6.5648783531","7.0693231441","7.5737679351","8.0782127261","8.5826575172","9.5086712414","10.4346849657","11.36069869","12.28621335","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","13.2127261385","","","",
"San Marino","SMR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0240963855","7.4428197119","8.8615430382","10.2802663646","11.698989691","13.1177130173","14.5364363437","15.95515967","17.3738829964","18.7926063227","20.2113296491","21.6300529754","23.0487763018","24.4674996281","24.4875799494","24.5076602707","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","24.527740592","","","",
"Serbia","SRB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3875770654","4.4604981404","5.2868252","5.2225853714","4.9802772456","5.3533190578","4.962245013","5.3071114617","4.4348022089","5.284571171","5.3048574327","6.0599571734","6.2633832976","6.3315676772","5.9900822721","5.6925504339","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2260757868","4.2260757868","4.2260757868","4.2260757868","4.2260757868","4.2260757868","4.2260757868","4.2260757868","4.2260757868","4.2260757868","","","",
"Sub-Saharan Africa","SSF","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3211009174","0.3887116075","0.4563222976","0.5239329876","0.5915436777","0.6591543678","0.7267650578","0.7943757479","0.861986438","0.929597128","0.9972078181","1.0648185082","1.1324291982","1.2000398883","1.2676505784","1.3352612684","1.4028719585","1.4704826486","1.5380933387","1.6057040287","1.6733147188","1.7409254089","1.8085360989","1.876146789","1.876146789","1.876146789","1.876146789","1.876146789","1.876146789","","","",
"Suriname","SUR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.950609365","3.0542260818","3.1578427986","3.2614595155","3.3650762323","3.4686929491","3.572309666","3.6759263828","3.7795430996","3.8831598165","3.9867765333","4.0903932501","4.1940099669","4.2976266838","4.239790464","4.1819542442","4.1241180244","4.0662818046","4.0084455848","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","3.950609365","","","",
"Slovak Republic","SVK","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1377245509","2.9520958084","2.7664670659","2.6906187625","5.6368330465","5.4381812966","5.2395295468","5.0408777969","4.875","4.7091222031","4.4401893287","4.1712564544","3.90232358","3.4311531842","2.9599827883","2.8558519793","2.7026678141","2.584767642","2.5520654045","2.8627366609","2.7426850258","2.406626506","2.4681583477","2.3894148021","2.3937177281","2.3945783133","2.4036144578","2.3881239243","2.4366312392","","","",
"Slovenia","SVN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0797836376","6.1347757494","6.1897678612","6.244759973","6.2846517918","6.3245436105","7.0317782285","6.3739012847","6.2576064909","5.7491548343","6.2745098039","7.8133874239","6.6281271129","6.0649087221","5.9993238675","6.2974983097","6.4976335362","6.3826910074","6.7816091954","6.2947937796","","","",
"Sweden","SWE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","5.8773448773","5.8952380952","5.9131313131","5.931024531","5.9489177489","5.9668109668","5.9584415584","5.9500721501","5.9417027417","5.9333333333","5.924963925","5.5971139971","5.2692640693","4.9414141414","4.6135642136","4.2857142857","4.2867965368","4.2878787879","4.288961039","4.29004329","4.2828282828","4.2864357864","4.29004329","4.1707551708","4.0514670515","3.9321789322","3.9220779221","3.911976912","3.9009139009","3.8898508899","3.8787878788","3.8614718615","3.8614718615","3.8398268398","3.8181818182","3.7965367965","3.7958152958","3.7950937951","3.8234728235","3.8518518519","3.8802308802","3.7896103896","3.698989899","3.6083694084","3.5177489177","3.4271284271","3.4582972583","3.4894660895","3.5206349206","3.5518037518","3.582972583","3.582972583","","","",
"Eswatini","SWZ","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","47.7124183007","49.1103848947","50.5083514887","51.9063180828","53.3042846768","54.7022512709","56.1002178649","57.498184459","58.896151053","60.2941176471","61.6920842411","63.0900508351","64.4880174292","65.8859840232","67.2839506173","68.6819172113","70.0798838054","71.4778503994","72.8758169935","74.2737835875","75.6717501816","76.049382716","76.4270152505","76.804647785","77.1822803195","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","77.559912854","","","",
"Sint Maarten (Dutch part)","SXM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","29.7444117909","34.4089213445","39.0734308982","43.7379404518","48.4024500054","53.0669595591","57.7314691127","62.3959786664","67.06048822","71.7249977736","76.3895073273","81.0540168809","85.7185264345","90.3830359882","95.0475455418","99.7120550954","104.3765646491","109.0410742027","113.7055837563","119.7702377772","120.1531748152","124.356576721","128.4798290142","132.8435301452","130.893222905","134.2238845846","138.5163416155","145.6852791878","128.6401282394","125.654109894","125.9631311782","125.9631311782","125.9631311782","125.9631311782","125.5623831151","125.1616350521","124.760886989","124.360138926","124.360138926","124.360138926","124.360138926","124.360138926","124.360138926","124.360138926","124.360138926","124.360138926","124.360138926","","","",
"Turks and Caicos Islands","TCA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8837890625","1.1085136218","1.3332381811","1.5579627404","1.7826872997","2.007411859","2.2321364183","2.4568609776","2.6815855369","2.9063100962","3.1310346554","3.3557592147","3.580483774","3.8052083333","4.0055338542","4.205859375","4.235546875","4.265234375","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","4.294921875","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3840304183","1.4760651263","1.5680998343","1.6601345423","1.7521692503","1.8442039583","1.9362386663","2.0282733743","2.1203080823","2.2123427903","2.3043774983","2.3964122063","2.4884469143","2.5804816223","2.5754119138","2.5703422053","2.8441064639","3.1178707224","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","3.391634981","","","",
"Thailand","THA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","23.0139351833","","","",
"Tajikistan","TJK","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9994722259","76.8670009236","77.7345296213","78.602058319","79.4695870168","80.3371157145","81.2046444122","79.9795487531","78.7544530941","77.529357435","76.304261776","75.0791661169","73.8540704578","73.2859802671","72.7178900764","72.1497998856","71.5817096949","71.0136195042","70.4455293135","69.8774391227","69.309348932","68.7412587413","57.7186963979","52.6982451511","64.4808022167","69.9432642829","69.9432642829","69.9432642829","","","",
"Turkmenistan","TKM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.0917053065","123.0612227374","124.0307401683","125.0002575992","125.9697750301","126.9392924609","127.9088098918","130.9362871372","133.9637643826","136.991241628","143.5600206079","143.5600206079","143.5600206079","143.6902112313","143.8204018547","143.9505924781","144.0807831015","144.2109737249","144.3411643483","144.4713549717","144.6015455951","144.7317362184","144.8619268418","148.6666666667","138.485316847","142.7516743946","135.2138073158","135.2138073158","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","28.2682103232","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9564691657","18.2990729545","18.6416767432","18.984280532","19.3591293833","19.7339782346","20.1088270859","20.4836759371","18.6819830713","18.9560661024","19.2301491334","19.5042321644","19.7783151955","20.0523982265","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","20.3264812576","","","",
"Tunisia","TUN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","27.1690831069","31.3840997385","35.59911637","39.8141330015","44.0291496331","48.2441662646","50.275499581","52.3068328974","54.3381662138","56.3694995303","58.4008328467","62.3365411472","66.2722494477","70.2079577483","74.1436660488","77.8762410177","76.7691643603","75.6620877028","74.5550110454","73.4479343879","72.3408577305","71.2134677399","70.0860777493","68.9586877587","67.8312977681","66.0183327832","71.3251910723","71.7060660691","72.0869410659","72.4678160628","72.8486910596","73.2295660564","73.6104410532","73.9913160501","76.555874362","79.120432674","81.684990986","84.2698626311","86.8547342762","89.4396059213","92.0244775665","94.6093492116","89.5310159206","95.9987812","96.3105908641","98.1133991824","98.1133991824","","","",
"Turkiye","TUR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.471365966","23.9726074638","24.4738489617","24.9750904596","25.4763319574","25.9775734553","26.4788149532","26.980056451","31.1966129392","30.4086508703","29.6206888014","28.8327267325","29.3679590978","29.903191463","30.4384238283","30.8026628537","31.1669018792","33.5215033796","34.880784372","36.1992126569","37.5176409418","38.0598677858","38.6020946297","39.8945257372","44.2769070787","43.6670764317","45.3788754364","46.282143653","47.1631285746","43.3781475154","","","",
"Tuvalu","TUV","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7140535134","4.8702019255","6.0263503376","7.1824987497","8.3386471618","9.4947955739","10.650943986","11.8070923981","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","12.9632408102","","","",
"Uganda","UGA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","1.8298261665","1.8693504117","1.9088746569","1.9483989021","1.9879231473","2.0274473925","2.0669716377","2.1064958829","2.1460201281","2.1855443733","2.2250686185","2.2645928637","2.3041171089","2.3436413541","2.3831655993","2.4226898445","2.4622140897","2.5017383349","2.5412625801","2.5807868253","2.6203110704","2.6598353156","2.6993595608","2.738883806","2.7784080512","2.8179322964","2.8574565416","2.8969807868","2.936505032","2.9760292772","3.0155535224","3.1617108875","3.3078682525","3.7278896005","4.1479109485","4.5679322964","4.9879536444","5.4079749924","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","5.8279963403","","","",
"Ukraine","UKR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6874838041","32.4397512309","31.1894273128","29.9391033947","28.6887794765","27.4384555584","26.1881316403","24.9378077222","23.6848924592","22.858512568","22.029541332","21.2005700959","20.3715988598","19.5387406064","19.4812127494","19.4195387406","19.3583830008","19.2969681265","19.240735942","17.9609354755","16.6811350091","15.4013345426","14.1215340762","11.8022803835","12.0821456336","13.8701736201","13.8701736201","13.7289453226","12.2557657424","12.2557657424","","","",
"Upper middle income","UMC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","1.7379679144","1.9679144385","2.1978609626","2.4278074866","2.6577540107","2.8877005348","3.1176470588","3.3475935829","3.577540107","3.807486631","4.0374331551","4.2673796791","4.4973262032","4.7272727273","4.9572192513","5.1871657754","5.4171122995","5.6470588235","5.8770053476","6.1069518717","6.3368983957","6.5668449198","6.7967914439","7.0267379679","7.256684492","7.486631016","7.7165775401","7.9465240642","8.1764705882","8.4064171123","8.6363636364","8.8663101604","9.0962566845","9.3262032086","9.5561497326","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","9.7860962567","","","",
"United States","USA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","32.8010139417","32.4683143219","32.1356147022","31.8029150824","31.4702154626","31.1375158428","30.8048162231","30.4721166033","30.1394169835","29.8067173638","29.474017744","29.5278833967","29.5817490494","29.6356147022","29.6894803549","29.7433460076","29.7972116603","29.8510773131","29.9049429658","29.9588086185","30.0063371356","30.0760456274","30.1394169835","30.2027883397","30.2661596958","30.329531052","29.5716096324","28.8136882129","28.0557667934","27.2978453739","26.5335868188","26.8643360174","27.1887480805","27.5131601435","27.8375722066","28.1619842696","28.1619842696","28.1619842696","28.1619842696","28.1619842696","28.1619842696","28.1619842696","","","",
"Uzbekistan","UZB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.1812446229","153.9978423259","153.814440029","153.631037732","153.447635435","153.2642331381","153.0808308411","154.1152853456","150.8316604531","147.5480355607","144.2644106682","140.9807857757","141.395022783","141.8092597903","142.2234967976","142.6377338049","143.0519708122","143.4662078195","143.8804448268","144.2946818341","144.7089188414","158.1301978778","156.438199025","168.9131058216","160.3842844852","151.8439919702","143.2606825351","121.8353885862","","","",
"St. Vincent and the Grenadines","VCT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","9.95","9.9","9.85","9.8","9.75","9.7","9.4174444444","9.3342222222","9.251","9.5","9.3","9.1","8.9","8.7","8.5","8.3","8.1","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","","","",
"Venezuela, RB","VEN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","1.3666666667","1.4217655556","1.4768644444","1.5319633333","1.5870622222","1.6421611111","1.6976066667","1.7527633333","1.80792","1.8625566667","1.9176555556","1.9727544444","2.0285466667","2.0837033333","2.13886","2.1940166667","2.2491733333","2.30433","2.3594866667","2.4146433333","2.4680666667","2.5232233333","2.57838","2.6339411111","2.68904","2.7441388889","2.7992377778","2.8543366667","2.9094355556","2.9644766667","3.0196333333","3.6811133333","4.3425933333","4.7552169781","5.383801077","6.0123851758","6.5888818499","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","7.5403666667","","","",
"British Virgin Islands","VGB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","8.3850106308","8.7132352941","9.0414599575","9.3696846208","9.6979092842","10.0261339476","10.3028880227","10.5796420978","10.8563961729","11.1331502481","11.4099043232","11.8594082211","12.3089121191","12.758416017","13.207919915","13.6574238129","14.1069277108","14.5564316088","15.0059355067","15.4554394047","15.9049433026","16.3574592488","16.8099751949","17.223733168","17.6762491141","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","18.1303153792","","","",
"Vanuatu","VUT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.1428571429","141.3714285714","143.6","145.8285714286","148.0571428571","150.2857142857","152.5142857143","154.7428571429","156.9714285714","159.2","161.1428571429","162.8666666667","164.5904761905","166.3142857143","168.0380952381","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","169.7619047619","","","",
"South Africa","ZAF","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5584373999","42.297790586","42.037143772","41.7764969581","41.5158501441","41.2552033301","41.1847582453","41.1143131604","41.0438680756","40.9734229907","40.7716938841","41.4532377645","42.1347816449","42.8163255253","43.4978694057","44.179413286","44.8609571664","45.5425010468","46.2240449272","46.9055888076","47.587132688","48.2686765684","48.9502204488","45.7444764649","52.7473583093","59.7502401537","60.9990393852","62.055715658","62.888248479","64.0409862312","65.0336215178","66.8908101185","","","",
